epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,3792.5,1.95883,1.21966,1.13894,0.80437,0.68605,0.74114,0.29104,1.98399,1.20334,1.21595,0.000548,0.000548,0.000548
112,3827.39,1.98413,1.21906,1.14243,0.79293,0.67904,0.74538,0.2925,1.97267,1.19577,1.21262,0.0005348,0.0005348,0.0005348
113,3861.38,1.96945,1.21985,1.14245,0.80956,0.69041,0.75448,0.3033,1.95827,1.19404,1.21216,0.0005216,0.0005216,0.0005216
114,3895.87,1.97391,1.25465,1.14078,0.81495,0.6849,0.76255,0.30546,1.96039,1.17255,1.21585,0.0005084,0.0005084,0.0005084
115,3930.09,1.98369,1.25826,1.14427,0.79809,0.68369,0.75809,0.30065,1.97075,1.18535,1.21449,0.0004952,0.0004952,0.0004952
116,3964.42,1.98857,1.23964,1.13805,0.80922,0.68459,0.76851,0.30332,2.00088,1.19273,1.22392,0.000482,0.000482,0.000482
117,3998.33,1.95698,1.21786,1.13119,0.81022,0.67637,0.76419,0.30133,1.96945,1.15955,1.21463,0.0004688,0.0004688,0.0004688
118,4032.35,1.94969,1.20021,1.12418,0.75296,0.68666,0.74155,0.29496,1.96879,1.19178,1.21246,0.0004556,0.0004556,0.0004556
119,4066.29,1.94148,1.19179,1.12278,0.81129,0.69041,0.75344,0.29963,2.01095,1.17108,1.22744,0.0004424,0.0004424,0.0004424
120,4100.46,1.97663,1.20767,1.13527,0.81772,0.67813,0.75514,0.30387,1.96829,1.18368,1.21553,0.0004292,0.0004292,0.0004292
121,4134.46,1.9521,1.20229,1.11062,0.8269,0.69913,0.75496,0.29916,1.96438,1.18667,1.20964,0.000416,0.000416,0.000416
122,4169.42,1.9489,1.21721,1.1291,0.79152,0.68023,0.73776,0.29065,1.96827,1.18463,1.21329,0.0004028,0.0004028,0.0004028
123,4203.46,1.9601,1.19359,1.11596,0.80538,0.69622,0.75934,0.30348,1.94576,1.1851,1.2048,0.0003896,0.0003896,0.0003896
124,4237.49,1.95292,1.1872,1.14272,0.80105,0.70813,0.76893,0.3119,1.9469,1.15199,1.20459,0.0003764,0.0003764,0.0003764
125,4272.14,1.90555,1.16892,1.12135,0.81573,0.68849,0.76441,0.30487,1.95769,1.16448,1.20926,0.0003632,0.0003632,0.0003632
126,4306.04,1.95866,1.18369,1.13216,0.80443,0.69951,0.76216,0.30432,1.94824,1.17965,1.20771,0.00035,0.00035,0.00035
127,4340,1.91988,1.15559,1.13086,0.80145,0.70203,0.76746,0.30786,1.95057,1.16897,1.20375,0.0003368,0.0003368,0.0003368
128,4373.71,1.9259,1.17544,1.12079,0.80586,0.69382,0.75962,0.29946,1.93856,1.17467,1.20217,0.0003236,0.0003236,0.0003236
129,4407.6,1.96612,1.19373,1.12025,0.78808,0.72238,0.76728,0.30947,1.93915,1.16557,1.20319,0.0003104,0.0003104,0.0003104
130,4441.42,1.93048,1.15956,1.12785,0.78304,0.70818,0.75376,0.30596,1.94479,1.16793,1.20494,0.0002972,0.0002972,0.0002972
